QualifyingAreaName,TotalPopulation,Male,Female,WhitePopulation,White_Male,White_Female,FreeColoredPopulation,FreeColored_Male,FreeColored_Female,SlavePopulation,Slave_Male,Slave_Female,FreePersons,FreePersons_White,FreePersons_White_Male,FreePersons_White_Female,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Male,FreePersons_ColoredPersons_Female,SlavePopulation_Male,SlavePopulation_Female,DisabledWhite,DisabledWhite_DeafandDumb,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPublicCharge,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinMining,PersonsEmployedinAgriculture,PersonsEmployedinCommerce,PersonsEmployedinManufacturingTrade,PersonsEmployedinOceanNavigation,PersonsEmployedinLandNavigation,PersonsEmployedEngineersProfessional,PensionersofRevolutionaryWarorMilitaryService,CollegeUniversityStudents,AcademyGrammarSchoolStudents,PrimaryCommonSchoolStudents,StudentsatPublicCharge,IlliterateWhiteAge20andOver,LiterateWhiteAge20andOver,NumberofPersonsEmployedinPrintingBinding
"Westchester County, New York",48686,25821,22865,46386,24533,21853,2300,1288,1012,0,0,0,48686,46386,24533,21853,2300,1288,1012,0,0,127,29,83,45,38,480,8297,200,3583,93,254,294,74,0,703,3922,1,318,24435,12
"Yates County, New York",20444,10404,10040,20310,10335,9975,134,69,65,0,0,0,20444,20310,10335,9975,134,69,65,0,0,30,9,15,7,8,0,3437,124,1375,5,76,91,20,0,0,6207,0,20,9495,12
"Anson County, North Carolina",15077,7552,7525,9633,4855,4778,140,72,68,5304,2625,2679,9773,9633,4855,4778,140,72,68,2625,2679,41,12,29,8,21,4,5190,33,172,3,0,23,16,0,150,0,0,1567,2249,0
"Ashe County, North Carolina",7467,3806,3661,6911,3520,3391,59,32,27,497,254,243,6970,6911,3520,3391,59,32,27,254,243,1,0,3,0,3,0,2158,7,59,0,0,24,3,0,0,58,0,0,2585,0
"Beaufort County, North Carolina",12225,6190,6035,7050,3491,3559,703,347,356,4472,2352,2120,7753,7050,3491,3559,703,347,356,2352,2120,18,6,13,4,9,0,2359,69,1150,69,20,24,2,0,0,45,0,1473,1755,7
"Bertie County, North Carolina",12175,5985,6190,5144,2461,2683,303,155,148,6728,3369,3359,5447,5144,2461,2683,303,155,148,3369,3359,18,7,13,3,10,0,5157,33,366,0,8,1,3,0,0,224,45,1125,1293,0
"Bladen County, North Carolina",8022,3989,4033,4317,2127,2190,292,137,155,3413,1725,1688,4609,4317,2127,2190,292,137,155,1725,1688,16,1,15,3,12,0,2696,245,75,0,6,7,12,0,11,384,0,703,1310,0
"Brunswick County, North Carolina",5265,2629,2636,2772,1389,1383,374,180,194,2119,1060,1059,3146,2772,1389,1383,374,180,194,1060,1059,11,1,10,9,1,0,513,1,2,0,0,0,2,0,0,106,0,64,1127,0
"Buncombe County, North Carolina",10084,5165,4919,8798,4534,4264,87,40,47,1199,591,608,8885,8798,4534,4264,87,40,47,591,608,17,5,9,2,7,0,2926,0,115,0,0,19,9,0,15,10,0,1359,1986,4
"Burke County, North Carolina",15799,7855,7944,12319,6129,6190,264,133,131,3216,1593,1623,12583,12319,6129,6190,264,133,131,1593,1623,49,4,35,4,31,301,4807,32,155,0,0,24,16,0,25,204,0,1659,3341,0
"Cabarrus County, North Carolina",9259,4714,4545,6971,3550,3421,109,53,56,2179,1111,1068,7080,6971,3550,3421,109,53,56,1111,1068,15,5,10,0,10,24,2732,38,200,0,0,21,8,0,107,513,18,83,3010,0
"Camden County, North Carolina",5663,2907,2756,3844,1936,1908,158,86,72,1661,885,776,4002,3844,1936,1908,158,86,72,885,776,8,4,10,0,10,0,1606,0,0,0,5,2,0,0,70,169,0,691,948,0
"Carteret County, North Carolina",6591,3233,3358,5087,2495,2592,144,55,89,1360,683,677,5231,5087,2495,2592,144,55,89,683,677,22,5,13,5,8,0,7,0,2,7,2,0,0,0,0,46,0,199,2104,0
"Caswell County, North Carolina",14693,7331,7362,7343,3600,3743,326,167,159,7024,3564,3460,7669,7343,3600,3743,326,167,159,3564,3460,9,1,11,0,11,0,5154,45,440,0,29,46,12,0,109,307,5,975,2370,2
"Chatham County, North Carolina",16242,8024,8218,10609,5216,5393,317,176,141,5316,2632,2684,10926,10609,5216,5393,317,176,141,2632,2684,42,20,30,5,25,0,5666,35,412,0,0,71,21,0,128,237,0,1556,3032,0
"Cherokee County, North Carolina",3427,1794,1633,3205,1690,1515,23,11,12,199,93,106,3228,3205,1690,1515,23,11,12,93,106,5,1,5,0,5,0,681,0,31,0,0,5,2,0,0,30,25,168,1066,0
"Chowan County, North Carolina",6690,3225,3465,2865,1315,1550,160,69,91,3665,1841,1824,3025,2865,1315,1550,160,69,91,1841,1824,12,3,8,1,7,0,2524,39,276,5,36,20,2,0,143,214,0,428,955,5
"Columbus County, North Carolina",3941,1999,1942,2799,1450,1349,56,35,21,1086,514,572,2855,2799,1450,1349,56,35,21,514,572,1,0,0,0,0,0,1172,10,16,0,0,0,3,0,0,15,0,362,784,0
"Craven County, North Carolina",13438,6532,6906,6624,3254,3370,1112,497,615,5702,2781,2921,7736,6624,3254,3370,1112,497,615,2781,2921,17,4,16,1,15,0,2919,110,434,73,33,19,5,0,151,252,0,807,2379,5
"Cumberland County, North Carolina",15284,7473,7811,9030,4419,4611,862,404,458,5392,2650,2742,9892,9030,4419,4611,862,404,458,2650,2742,4,2,9,2,7,0,2597,178,562,0,33,44,7,0,150,95,0,212,4021,11
"Currituck County, North Carolina",6703,3257,3446,4454,2085,2369,149,70,79,2100,1102,998,4603,4454,2085,2369,149,70,79,1102,998,11,4,5,0,5,NA,NA,NA,NA,NA,NA,NA,4,0,0,117,0,307,1670,0
"Davidson County, North Carolina",14606,7153,7453,11937,5880,6057,131,62,69,2538,1211,1327,12068,11937,5880,6057,131,62,69,1211,1327,50,7,29,9,20,22,4420,27,486,0,0,21,16,0,52,1100,0,2502,2559,0
"Davie County, North Carolina",7574,3759,3815,5594,2788,2806,92,52,40,1888,919,969,5686,5594,2788,2806,92,52,40,919,969,11,2,11,2,9,0,2032,22,191,0,0,20,4,0,0,268,0,973,1422,0
"Duplin County, North Carolina",11182,5543,5639,6244,3034,3210,261,145,116,4677,2364,2313,6505,6244,3034,3210,261,145,116,2364,2313,12,4,3,0,3,0,3714,0,31,0,0,2,17,0,63,206,0,743,2102,0
"Edgecombe County, North Carolina",15708,7947,7761,7915,3907,4008,354,180,174,7439,3860,3579,8269,7915,3907,4008,354,180,174,3860,3579,14,7,13,4,9,0,5905,41,209,11,7,17,6,0,28,285,0,1579,1935,3
"Franklin County, North Carolina",10980,5520,5460,5227,2565,2662,433,216,217,5320,2739,2581,5660,5227,2565,2662,433,216,217,2739,2581,21,5,14,1,13,0,3322,11,242,0,0,16,13,0,163,225,0,748,1559,0
"Gates County, North Carolina",8161,3963,4198,4137,1995,2142,382,190,192,3642,1778,1864,4519,4137,1995,2142,382,190,192,1778,1864,13,6,7,2,5,0,3341,13,138,0,3,14,1,0,48,125,0,856,1000,0
"Granville County, North Carolina",18817,9274,9543,9309,4578,4731,801,370,431,8707,4326,4381,10110,9309,4578,4731,801,370,431,4326,4381,39,12,26,21,5,0,6260,76,406,1,0,24,11,0,83,556,0,959,3223,0
"Greene County, North Carolina",6595,3277,3318,3375,1637,1738,249,134,115,2971,1506,1465,3624,3375,1637,1738,249,134,115,1506,1465,9,5,7,3,4,0,2215,5,0,0,0,0,0,0,0,100,0,488,1004,0
"Guilford County, North Carolina",19175,9466,9709,15891,7857,8034,637,321,316,2647,1288,1359,16528,15891,7857,8034,637,321,316,1288,1359,47,14,33,8,25,14,4120,34,785,0,0,51,11,0,152,338,0,1256,5647,4
"Halifax County, North Carolina",16865,8264,8601,5623,2677,2946,1837,881,956,9405,4706,4699,7460,5623,2677,2946,1837,881,956,4706,4699,12,1,31,7,24,0,5093,15,276,0,29,11,7,0,153,118,1,520,2074,3
"Haywood County, North Carolina",4975,2554,2421,4650,2369,2281,21,14,7,304,171,133,4671,4650,2369,2281,21,14,7,171,133,10,7,2,2,0,0,1540,0,2,0,0,0,7,0,0,64,0,326,1366,0
"Henderson County, North Carolina",5129,2588,2541,4628,2321,2307,35,18,17,466,249,217,4663,4628,2321,2307,35,18,17,249,217,2,0,4,1,3,0,729,10,53,0,0,6,7,0,0,21,0,111,1628,0
"Hertford County, North Carolina",7484,3751,3733,3384,1623,1761,802,416,386,3298,1712,1586,4186,3384,1623,1761,802,416,386,1712,1586,4,0,1,1,0,0,2127,0,43,0,4,0,5,0,68,105,0,469,1117,0
"Hyde County, North Carolina",6458,3414,3044,4009,2040,1969,251,155,96,2198,1219,979,4260,4009,2040,1969,251,155,96,1219,979,2,0,3,2,1,0,1634,0,0,0,0,0,0,0,0,138,0,553,1188,0
"Iredell County, North Carolina",15685,7762,7923,11930,5890,6040,39,21,18,3716,1851,1865,11969,11930,5890,6040,39,21,18,1851,1865,36,12,21,3,18,0,4382,31,357,0,0,25,26,0,120,25,0,373,4970,0
"Johnston County, North Carolina",10599,5269,5330,6996,3470,3526,127,58,69,3476,1741,1735,7123,6996,3470,3526,127,58,69,1741,1735,15,4,9,1,8,0,3815,0,98,0,0,6,4,0,42,77,0,1742,1244,0
"Jones County, North Carolina",4945,2493,2452,1947,983,964,180,87,93,2818,1423,1395,2127,1947,983,964,180,87,93,1423,1395,7,0,8,2,6,0,1990,2,29,0,3,5,0,0,0,81,0,242,676,0
"Lenoir County, North Carolina",7605,3820,3785,3687,1866,1821,235,131,104,3683,1823,1860,3922,3687,1866,1821,235,131,104,1823,1860,5,1,2,1,1,0,3813,14,72,0,0,10,1,0,80,167,0,356,1247,0
"Lincoln County, North Carolina",25160,12426,12734,19658,9693,9965,116,58,58,5386,2675,2711,19774,19658,9693,9965,116,58,58,2675,2711,21,6,11,4,7,95,7068,13,913,0,0,63,24,0,162,1925,0,1399,6837,6
"Macon County, North Carolina",4869,2459,2410,4446,2257,2189,55,28,27,368,174,194,4501,4446,2257,2189,55,28,27,174,194,3,1,2,0,2,0,1543,9,91,0,0,18,8,0,0,140,0,643,1061,0
"Martin County, North Carolina",7637,3752,3885,4438,2155,2283,383,202,181,2816,1395,1421,4821,4438,2155,2283,383,202,181,1395,1421,12,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,130,0,370,1596,0
"Mecklenburg County, North Carolina",18273,9151,9122,11850,5919,5931,101,53,48,6322,3179,3143,11951,11850,5919,5931,101,53,48,3179,3143,19,2,17,0,17,97,1693,50,236,0,0,58,24,1,185,475,0,190,4894,4
"Montgomery County, North Carolina",10780,5366,5414,8221,4077,4144,72,41,31,2487,1248,1239,8293,8221,4077,4144,72,41,31,1248,1239,24,2,20,7,13,14,3589,16,156,0,0,9,17,0,0,432,0,1086,2136,0
"Moore County, North Carolina",7988,3998,3990,6443,3260,3183,73,35,38,1472,703,769,6516,6443,3260,3183,73,35,38,703,769,12,10,1,1,0,0,2849,0,0,0,0,0,2,0,0,274,0,0,2654,0
"Nash County, North Carolina",9047,4451,4596,4941,2417,2524,409,217,192,3697,1817,1880,5350,4941,2417,2524,409,217,192,1817,1880,18,4,13,1,12,7,3133,0,65,0,0,4,5,0,0,138,0,1052,1128,0
"New Hanover County, North Carolina",13312,6720,6592,6371,3237,3134,565,253,312,6376,3230,3146,6936,6371,3237,3134,565,253,312,3230,3146,11,7,3,0,3,0,3093,115,521,93,23,43,13,0,216,223,0,597,2504,10
"Northampton County, North Carolina",13369,6793,6576,5818,2850,2968,792,391,401,6759,3552,3207,6610,5818,2850,2968,792,391,401,3552,3207,37,13,32,9,23,0,4528,17,182,0,2,5,5,0,22,147,0,1040,1654,0
"Onslow County, North Carolina",7527,3746,3781,4675,2336,2339,113,61,52,2739,1349,1390,4788,4675,2336,2339,113,61,52,1349,1390,2,0,0,0,0,0,2685,3,64,14,0,6,1,0,0,71,0,1011,1092,0
"Orange County, North Carolina",24356,12003,12353,16771,8260,8511,631,316,315,6954,3427,3527,17402,16771,8260,8511,631,316,315,3427,3527,27,3,22,14,8,0,6786,62,559,0,0,69,24,0,209,157,0,897,6528,0
"Pasquotank County, North Carolina",8514,4360,4154,4650,2322,2328,1076,522,554,2788,1516,1272,5726,4650,2322,2328,1076,522,554,1516,1272,3,2,1,0,1,0,2375,29,128,12,41,16,2,0,78,108,0,500,1680,3
"Perquimans County, North Carolina",7346,3718,3628,4096,2051,2045,307,143,164,2943,1524,1419,4403,4096,2051,2045,307,143,164,1524,1419,6,0,7,5,2,0,3769,16,27,0,0,7,1,0,0,82,0,932,949,0
"Person County, North Carolina",9790,4810,4980,5229,2548,2681,210,107,103,4351,2155,2196,5439,5229,2548,2681,210,107,103,2155,2196,7,4,3,1,2,0,2961,12,177,0,0,12,4,0,20,152,0,795,1494,0
"Pitt County, North Carolina",11806,5867,5939,6128,3013,3115,30,18,12,5648,2836,2812,6158,6128,3013,3115,30,18,12,2836,2812,4,1,5,0,5,0,3487,0,127,0,9,4,12,0,30,63,0,1071,1679,0
"Randolph County, North Carolina",12875,6453,6422,11107,5565,5542,361,192,169,1407,696,711,11468,11107,5565,5542,361,192,169,696,711,16,2,10,3,7,0,3786,21,247,0,0,17,9,0,65,32,0,723,3923,5
"Richmond County, North Carolina",8909,4322,4587,4693,2262,2431,336,164,172,3880,1896,1984,5029,4693,2262,2431,336,164,172,1896,1984,29,2,26,0,26,0,8701,17,179,0,0,12,8,0,219,233,0,447,1747,0
"Robeson County, North Carolina",10370,5115,5255,6262,3074,3188,1223,602,621,2885,1439,1446,7485,6262,3074,3188,1223,602,621,1439,1446,20,6,18,3,15,0,2780,7,41,0,0,3,4,0,61,1126,0,1042,1856,0
"Rockingham County, North Carolina",13442,6702,6740,8595,4249,4346,275,143,132,4572,2310,2262,8870,8595,4249,4346,275,143,132,2310,2262,14,2,11,1,10,0,3740,21,629,0,7,12,15,0,244,211,0,811,2973,0
"Rowan County, North Carolina",12109,5988,6121,8646,4236,4410,98,55,43,3365,1697,1668,8744,8646,4236,4410,98,55,43,1697,1668,4,2,2,0,2,0,3498,0,133,0,0,8,10,0,0,98,0,0,3902,0
"Rutherford County, North Carolina",19202,9702,9500,15875,8084,7791,126,61,65,3201,1557,1644,16001,15875,8084,7791,126,61,65,1557,1644,4,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,13,0,0,149,0,255,5915,0
"Sampson County, North Carolina",12157,6060,6097,7475,3683,3792,257,128,129,4425,2249,2176,7732,7475,3683,3792,257,128,129,2249,2176,16,0,15,0,15,0,2050,0,0,0,0,0,15,0,35,272,0,13,3311,0
"Stokes County, North Carolina",16265,8020,8245,13418,6598,6820,165,85,80,2682,1337,1345,13583,13418,6598,6820,165,85,80,1337,1345,23,7,15,0,15,1,4047,22,663,0,0,23,24,0,228,317,0,1772,3878,0
"Surry County, North Carolina",15079,7290,7789,13093,6366,6727,208,96,112,1778,828,950,13301,13093,6366,6727,208,96,112,828,950,28,0,22,6,16,8,3915,25,294,0,0,29,36,0,0,335,0,2705,2670,0
"Tyrrell County, North Carolina",4657,2359,2298,3160,1565,1595,86,34,52,1411,760,651,3246,3160,1565,1595,86,34,52,760,651,2,1,2,1,1,0,1180,0,1,10,40,2,0,0,0,0,0,753,692,0
"Wake County, North Carolina",21118,10384,10734,12113,5979,6134,1009,497,512,7996,3908,4088,13122,12113,5979,6134,1009,497,512,3908,4088,29,8,24,2,22,0,5694,24,380,0,0,24,21,1,283,169,0,1514,3869,29
"Warren County, North Carolina",12919,6536,6383,4390,2142,2248,329,157,172,8200,4237,3963,4719,4390,2142,2248,329,157,172,4237,3963,8,2,9,1,8,1,4783,20,132,0,3,21,13,0,71,182,0,502,1504,2
"Washington County, North Carolina",4525,2233,2292,2639,1301,1338,159,69,90,1727,863,864,2798,2639,1301,1338,159,69,90,863,864,3,1,0,0,0,0,1305,11,182,29,36,19,0,0,0,38,0,323,945,0
"Wayne County, North Carolina",10891,5348,5543,6754,3244,3510,464,232,232,3673,1872,1801,7218,6754,3244,3510,464,232,232,1872,1801,12,1,15,0,15,1,3975,26,145,0,0,17,3,0,129,213,0,1736,1159,0
"Wilkes County, North Carolina",12577,6170,6407,10976,5393,5583,171,85,86,1430,692,738,11147,10976,5393,5583,171,85,86,692,738,41,12,20,3,17,0,4735,20,111,0,0,7,24,0,30,20,0,2656,1944,0
"Yancey County, North Carolina",5962,3041,2921,5681,2915,2766,27,12,15,254,114,140,5708,5681,2915,2766,27,12,15,114,140,2,0,3,0,3,0,2031,2,51,0,0,0,6,0,0,0,30,1240,856,0
"Adams County, Ohio",13183,6787,6396,13120,6757,6363,63,30,33,0,0,0,13183,13120,6757,6363,63,30,33,0,0,36,6,22,8,14,0,3258,87,436,0,17,44,12,0,3,284,197,436,4961,0
"Allen County, Ohio",9079,4719,4360,9056,4708,4348,23,11,12,0,0,0,9079,9056,4708,4348,23,11,12,0,0,12,5,5,0,5,1,1878,42,183,3,0,17,3,0,0,418,0,1031,2478,0
"Ashtabula County, Ohio",23724,12087,11637,23707,12078,11629,17,9,8,0,0,0,23724,23707,12078,11629,17,9,8,0,0,42,12,20,10,10,1,5959,127,1136,3,106,98,31,0,421,5769,0,18,10598,8
"Athens County, Ohio",19109,9871,9238,19054,9839,9215,55,32,23,0,0,0,19109,19054,9839,9215,55,32,23,0,0,19,3,14,5,9,43,2541,9,514,0,0,44,21,1,40,2083,0,1217,6529,3
"Belmont County, Ohio",30901,15642,15259,30179,15294,14885,722,348,374,0,0,0,30901,30179,15294,14885,722,348,374,0,0,59,8,45,10,35,0,5126,120,955,0,18,91,16,0,56,1599,385,934,11918,7
"Brown County, Ohio",22715,11544,11171,22101,11244,10857,614,300,314,0,0,0,22715,22101,11244,10857,614,300,314,0,0,8,3,16,5,11,0,2714,138,838,10,24,88,13,1,45,1352,833,120,8952,6
"Butler County, Ohio",28173,14754,13419,27919,14628,13291,254,126,128,0,0,0,28173,27919,14628,13291,254,126,128,0,0,51,2,41,13,28,0,6434,216,1632,4,27,135,0,2,62,3237,676,1160,11418,9
"Carroll County, Ohio",18108,9167,8941,18059,9145,8914,49,22,27,0,0,0,18108,18059,9145,8914,49,22,27,0,0,15,3,8,4,4,0,95,10,107,0,0,33,7,0,32,681,581,40,7171,6
"Champaign County, Ohio",16721,8731,7990,16393,8546,7847,328,185,143,0,0,0,16721,16393,8546,7847,328,185,143,0,0,16,8,7,1,6,0,4424,67,514,0,0,35,8,0,0,1211,586,0,6475,0
"Clark County, Ohio",16882,8578,8304,16682,8471,8211,200,107,93,0,0,0,16882,16682,8471,8211,200,107,93,0,0,15,4,12,5,7,2,2564,120,953,2,1,94,1,0,60,3369,2175,1,7208,10
"Clermont County, Ohio",23106,11818,11288,22984,11756,11228,122,62,60,0,0,0,23106,22984,11756,11228,122,62,60,0,0,27,5,18,2,16,0,4184,114,979,2,27,36,16,0,78,3289,0,557,8998,6
"Clinton County, Ohio",15719,8018,7701,15342,7834,7508,377,184,193,0,0,0,15719,15342,7834,7508,377,184,193,0,0,24,10,11,2,9,0,2400,60,336,0,0,42,6,0,0,6188,0,202,6150,6
"Columbiana County, Ohio",40378,20562,19816,39961,20353,19608,417,209,208,0,0,0,40378,39961,20353,19608,417,209,208,0,0,47,9,36,12,24,14,6493,241,1990,3,56,153,17,0,140,2421,3738,216,16877,7
"Coshocton County, Ohio",21590,11177,10413,21552,11157,10395,38,20,18,0,0,0,21590,21552,11157,10395,38,20,18,0,0,41,16,15,0,15,4,4228,6,789,0,31,61,11,0,0,484,88,2120,6625,0
"Crawford County, Ohio",13152,6865,6287,13147,6863,6284,5,2,3,0,0,0,13152,13147,6863,6284,5,2,3,0,0,7,5,3,0,3,0,2331,68,428,9,0,16,0,0,0,5310,25,620,4561,4
"Cuyahoga County, Ohio",26506,13698,12808,26385,13635,12750,121,63,58,0,0,0,26506,26385,13635,12750,121,63,58,0,0,24,8,12,1,11,2,4258,423,1389,34,184,162,20,0,188,7953,1089,0,12252,26
"Darke County, Ohio",13282,7079,6203,13082,6969,6113,200,110,90,0,0,0,13282,13082,6969,6113,200,110,90,0,0,2,1,4,3,1,2,2093,56,156,0,0,39,4,0,0,288,30,4,5033,0
"Delaware County, Ohio",22060,11223,10837,21984,11182,10802,76,41,35,0,0,0,22060,21984,11182,10802,76,41,35,0,0,74,7,46,4,42,0,4758,62,816,0,4,73,34,0,42,3365,2409,1529,7498,3
"Erie County, Ohio",12599,6644,5955,12502,6586,5916,97,58,39,0,0,0,12599,12502,6586,5916,97,58,39,0,0,0,0,0,0,0,10,2465,94,238,0,38,43,4,0,0,2955,0,3,5315,7
"Fairfield County, Ohio",31924,16741,15183,31582,16576,15006,342,165,177,0,0,0,31924,31582,16576,15006,342,165,177,0,0,29,12,22,10,12,0,4577,190,1692,15,73,159,4,0,0,0,0,992,12615,16
"Fayette County, Ohio",10984,5528,5456,10748,5401,5347,236,127,109,0,0,0,10984,10748,5401,5347,236,127,109,0,0,64,5,42,7,35,0,2332,23,138,0,0,26,9,0,0,1990,0,245,4079,4
"Franklin County, Ohio",25049,13264,11785,24244,12822,11422,805,442,363,0,0,0,25049,24244,12822,11422,805,442,363,0,0,238,70,148,116,32,17,4369,175,1260,19,5,103,9,1,123,827,250,112,10893,65
"Gallia County, Ohio",13444,6849,6595,12645,6463,6182,799,386,413,0,0,0,13444,12645,6463,6182,799,386,413,0,0,5,3,3,1,2,1,1985,66,398,0,37,24,11,0,0,75,0,1099,3978,3
"Geauga County, Ohio",16297,8300,7997,16294,8298,7996,3,2,1,0,0,0,16297,16294,8298,7996,3,2,1,0,0,12,3,12,0,12,0,3327,53,533,2,6,58,25,0,89,4796,0,8,7285,1
"Greene County, Ohio",17528,9121,8407,17184,8952,8232,344,169,175,0,0,0,17528,17184,8952,8232,344,169,175,0,0,18,0,19,13,6,0,1808,34,355,0,0,32,5,0,0,349,0,12,7349,11
"Guernsey County, Ohio",27748,14035,13713,27558,13947,13611,190,88,102,0,0,0,27748,27558,13947,13611,190,88,102,0,0,30,6,16,1,15,0,6288,89,990,2,2,105,6,2,83,2081,751,1160,9782,3
"Hamilton County, Ohio",80145,42526,37619,77569,41334,36235,2576,1192,1384,0,0,0,80145,77569,41334,36235,2576,1192,1384,0,0,114,28,77,46,31,1,2921,2178,11125,15,1794,477,38,3,245,6544,1374,315,40036,665
"Hancock County, Ohio",9986,5117,4869,9978,5113,4865,8,4,4,0,0,0,9986,9978,5113,4865,8,4,4,0,0,16,4,10,0,10,0,2486,27,202,1,0,30,9,0,0,3189,0,783,3059,2
"Hardin County, Ohio",4598,2411,2187,4594,2408,2186,4,3,1,0,0,0,4598,4594,2408,2186,4,3,1,0,0,3,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,30,522,20,1789,0
"Harrison County, Ohio",20099,10246,9853,19936,10164,9772,163,82,81,0,0,0,20099,19936,10164,9772,163,82,81,0,0,22,6,18,11,7,6,4375,132,986,0,4,121,9,1,45,3578,3148,10,8428,9
"Henry County, Ohio",2503,1570,933,2497,1565,932,6,5,1,0,0,0,2503,2497,1565,932,6,5,1,0,0,4,4,0,0,0,0,282,0,0,0,8,4,0,0,0,326,0,0,1346,0
"Highland County, Ohio",22269,11473,10796,21483,11071,10412,786,402,384,0,0,0,22269,21483,11071,10412,786,402,384,0,0,50,16,30,3,27,0,5003,167,1234,0,0,136,27,0,150,5102,0,464,8625,6
"Hocking County, Ohio",9741,5013,4728,9695,4987,4708,46,26,20,0,0,0,9741,9695,4987,4708,46,26,20,0,0,19,3,19,1,18,0,2612,30,203,0,0,26,4,0,0,418,274,286,3579,1
"Holmes County, Ohio",18088,9340,8748,18085,9338,8747,3,2,1,0,0,0,18088,18085,9338,8747,3,2,1,0,0,30,9,16,2,14,0,3846,19,537,0,4,20,4,0,0,484,0,902,5964,4
"Huron County, Ohio",23933,12028,11905,23827,11973,11854,106,55,51,0,0,0,23933,23827,11973,11854,106,55,51,0,0,3,3,1,0,1,0,5942,234,774,2,7,124,10,0,0,5196,0,1,8981,6
"Jackson County, Ohio",9744,5010,4734,9429,4866,4563,315,144,171,0,0,0,9744,9429,4866,4563,315,144,171,0,0,4,3,1,0,1,30,2729,0,168,0,0,31,4,0,0,253,0,0,3651,0
"Jefferson County, Ohio",25030,12556,12474,24533,12297,12236,497,259,238,0,0,0,25030,24533,12297,12236,497,259,238,0,0,20,3,10,1,9,0,0,0,783,2,66,106,9,1,170,2906,2815,8,10697,11
"Knox County, Ohio",29579,15222,14357,29516,15181,14335,63,41,22,0,0,0,29579,29516,15181,14335,63,41,22,0,0,19,9,12,4,8,0,6330,89,1362,0,0,168,15,1,57,6097,1,1,12000,10
"Lake County, Ohio",13719,6973,6746,13698,6962,6736,21,11,10,0,0,0,13719,13698,6962,6736,21,11,10,0,0,15,4,9,0,9,0,2295,156,710,0,26,71,23,1,285,5915,0,55,6053,10
"Lawrence County, Ohio",9738,5029,4709,9589,4956,4633,148,72,76,1,1,0,9737,9589,4956,4633,148,72,76,1,0,7,3,4,0,4,160,1727,30,527,2,24,11,9,0,0,1640,0,1723,1911,0
"Licking County, Ohio",35096,18072,17024,34956,17996,16960,140,76,64,0,0,0,35096,34956,17996,16960,140,76,64,0,0,49,12,29,6,23,0,5455,207,1641,0,75,142,31,0,555,6017,1628,1897,13003,10
"Logan County, Ohio",14015,7140,6875,13608,6935,6673,407,205,202,0,0,0,14015,13608,6935,6673,407,205,202,0,0,26,7,14,2,12,0,3433,66,544,1,0,33,10,0,0,1806,1553,204,5246,3
"Lorain County, Ohio",18467,9599,8868,18405,9561,8844,62,38,24,0,0,0,18467,18405,9561,8844,62,38,24,0,0,18,4,13,4,9,0,4215,77,571,0,33,103,35,1,135,3123,0,217,7830,21
"Lucas County, Ohio",9382,5269,4113,9328,5234,4094,54,35,19,0,0,0,9382,9328,5234,4094,54,35,19,0,0,12,4,9,2,7,0,1728,60,387,4,16,75,3,0,0,1151,1174,352,4045,11
"Madison County, Ohio",9025,4676,4349,8928,4622,4306,97,54,43,0,0,0,9025,8928,4622,4306,97,54,43,0,0,13,4,8,1,7,0,2040,41,159,0,0,15,7,0,0,2917,1742,429,3231,0
"Marion County, Ohio",14765,7588,7177,14713,7562,7151,52,26,26,0,0,0,14765,14713,7562,7151,52,26,26,0,0,22,4,12,1,11,0,2222,37,321,1,0,34,5,0,0,3155,0,145,5740,3
"Medina County, Ohio",18352,9494,8858,18339,9488,8851,13,6,7,0,0,0,18352,18339,9488,8851,13,6,7,0,0,14,4,9,4,5,0,8149,165,638,4,0,90,0,0,99,3743,773,18,7812,7
"Meigs County, Ohio",11452,5874,5578,11424,5856,5568,28,18,10,0,0,0,11452,11424,5856,5568,28,18,10,0,0,27,6,15,4,11,136,2779,65,505,2,43,54,16,0,0,2601,0,75,4607,0
"Mercer County, Ohio",8277,4666,3611,8073,4564,3509,204,102,102,0,0,0,8277,8073,4564,3509,204,102,102,0,0,0,0,1,1,0,0,1006,33,72,0,0,22,1,0,0,400,0,5,3749,0
"Miami County, Ohio",19688,10138,9550,19477,10042,9435,211,96,115,0,0,0,19688,19477,10042,9435,211,96,115,0,0,11,2,9,3,6,0,2625,127,749,2,14,63,12,0,0,3625,0,12,8089,9
"Monroe County, Ohio",18521,9556,8965,18508,9548,8960,13,8,5,0,0,0,18521,18508,9548,8960,13,8,5,0,0,33,7,17,0,17,2,4406,51,406,0,23,56,10,0,0,820,520,1155,5975,0
"Montgomery County, Ohio",31938,16731,15207,31562,16549,15013,376,182,194,0,0,0,31938,31562,16549,15013,376,182,194,0,0,56,10,32,11,21,2,5172,268,2280,33,66,140,7,0,82,7122,149,1416,12545,16
